,PCA_n_components,n_frequency_cutoff,n_unique_threshold,r2_avg_train_folds,r2_std_train_folds,r2_avg_test_fold,r2_std_test_folds,avg_mae
2173,0.8,0.7500000000000002,9,0.7968193960983634,0.004769972835525069,0.784037939505678,0.023603967005010145,-24962.390141502885
2174,0.8,0.7500000000000002,10,0.7968193960983634,0.004769972835525069,0.784037939505678,0.023603967005010145,-24962.390141502885
2175,0.8,0.7500000000000002,11,0.7968193960983634,0.004769972835525069,0.784037939505678,0.023603967005010145,-24962.390141502885
2176,0.8,0.7500000000000002,12,0.7968193960983634,0.004769972835525069,0.784037939505678,0.023603967005010145,-24962.390141502885
2177,0.8,0.7500000000000002,13,0.7968193960983634,0.004769972835525069,0.784037939505678,0.023603967005010145,-24962.390141502885
2178,0.8,0.7500000000000002,14,0.7968193960983634,0.004769972835525069,0.784037939505678,0.023603967005010145,-24962.390141502885
2179,0.8,0.7500000000000002,15,0.7968193960983634,0.004769972835525069,0.784037939505678,0.023603967005010145,-24962.390141502885
2180,0.8,0.7500000000000002,16,0.8083751790152208,0.004635507504428146,0.7933215761128514,0.023277062227203986,-24387.825349720526
2181,0.8,0.7500000000000002,17,0.8107963218004988,0.004577879120692557,-8.97147550094683e+20,1.3007780321443636e+21,-90117518590648.05
2182,0.8,0.7500000000000002,18,0.8107963218004988,0.004577879120692557,-8.97147550094683e+20,1.3007780321443636e+21,-90117518590648.05
2183,0.8,0.7500000000000002,19,0.8107963218004988,0.004577879120692557,-8.97147550094683e+20,1.3007780321443636e+21,-90117518590648.05
2184,0.8,0.8000000000000003,6,0.8020845011114176,0.004604450635438686,0.7898780823459892,0.022803482606683762,-24761.274134938856
2185,0.8,0.8000000000000003,7,0.802490334169562,0.004565647100531854,0.7880937760813053,0.022193852739359764,-24832.068922243296
2186,0.8,0.8000000000000003,8,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2187,0.8,0.8000000000000003,9,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2188,0.8,0.8000000000000003,10,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2189,0.8,0.8000000000000003,11,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2190,0.8,0.8000000000000003,12,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2191,0.8,0.8000000000000003,13,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2192,0.8,0.8000000000000003,14,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2193,0.8,0.8000000000000003,15,0.8038223849411373,0.004793238965932079,0.7875842323270752,0.02391709054591721,-24846.397152423528
2194,0.8,0.8000000000000003,16,0.8134243583282125,0.004668939966803555,-8.57244300052829e+19,1.339853605397596e+20,-28091749672367.785
2195,0.8,0.8000000000000003,17,0.8148995377661403,0.00429019329977409,-1.0411804899327229e+21,1.660442256856277e+21,-86280984814939.47
2196,0.8,0.8000000000000003,18,0.8148995377661403,0.00429019329977409,-1.0411804899327229e+21,1.660442256856277e+21,-86280984814939.47
2197,0.8,0.8000000000000003,19,0.8148995377661403,0.00429019329977409,-1.0411804899327229e+21,1.660442256856277e+21,-86280984814939.47
2198,0.8,0.8500000000000003,6,0.8025679084166513,0.0046165757068868385,0.7899492053880136,0.022816015702796663,-24745.693194419473
2199,0.8,0.8500000000000003,7,0.8029530813782937,0.004562716350296411,0.7881978297619586,0.022135844554808735,-24825.160555974402
2200,0.8,0.8500000000000003,8,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2201,0.8,0.8500000000000003,9,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2202,0.8,0.8500000000000003,10,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2203,0.8,0.8500000000000003,11,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2204,0.8,0.8500000000000003,12,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2205,0.8,0.8500000000000003,13,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2206,0.8,0.8500000000000003,14,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2207,0.8,0.8500000000000003,15,0.8042558690615635,0.004797426597157898,0.7875459853934588,0.024329552630068307,-24839.404111448508
2208,0.8,0.8500000000000003,16,0.8139323180507603,0.004614235672159144,-1.9105006431426766e+20,3.6151939683862046e+20,-36680449099118.39
2209,0.8,0.8500000000000003,17,0.8155047480058025,0.00452085987853998,-2.076361249411042e+21,2.163031590373542e+21,-168072569916394.06
2210,0.8,0.8500000000000003,18,0.8155047480058025,0.00452085987853998,-2.076361249411042e+21,2.163031590373542e+21,-168072569916394.06
2211,0.8,0.8500000000000003,19,0.8155047480058025,0.00452085987853998,-2.076361249411042e+21,2.163031590373542e+21,-168072569916394.06
2212,0.8,0.9000000000000004,6,0.8055959533553543,0.004487291125776341,0.791671398202271,0.02258283167551881,-24679.293220264877
2213,0.8,0.9000000000000004,7,0.8086862572728387,0.005298265425235271,0.7935497248174339,0.023946346208405016,-24584.76170085105
2214,0.8,0.9000000000000004,8,0.8099864069102353,0.005652263047600408,0.7908595701531403,0.024651209856759407,-24739.402926985793
2215,0.8,0.9000000000000004,9,0.8084123551984789,0.004272947279428274,0.7870387106568975,0.032685477994365573,-25039.235508080274
2216,0.8,0.9000000000000004,10,0.8084123551984789,0.004272947279428274,0.7870387106568975,0.032685477994365573,-25039.235508080274
2217,0.8,0.9000000000000004,11,0.8084123551984789,0.004272947279428274,0.7870387106568975,0.032685477994365573,-25039.235508080274
2218,0.8,0.9000000000000004,12,0.8084123551984789,0.004272947279428274,0.7870387106568975,0.032685477994365573,-25039.235508080274
2219,0.8,0.9000000000000004,13,0.8084123551984789,0.004272947279428274,0.7870387106568975,0.032685477994365573,-25039.235508080274
2220,0.8,0.9000000000000004,14,0.8084123551984789,0.004272947279428274,0.7870387106568975,0.032685477994365573,-25039.235508080274
2221,0.8,0.9000000000000004,15,0.8084123551984789,0.004272947279428274,0.7870387106568975,0.032685477994365573,-25039.235508080274
2222,0.8,0.9000000000000004,16,0.8157762481143029,0.01119323334595768,-6.420637613502549e+20,9.035875466266075e+20,-77259068231284.53
2223,0.8,0.9000000000000004,17,0.7947669908652402,0.049901404992558004,-6.112660954673829e+21,6.182660942427196e+21,-303647156267851.1
2224,0.8,0.9000000000000004,18,0.7947669908652402,0.049901404992558004,-6.112660954673829e+21,6.182660942427196e+21,-303647156267851.1
2225,0.8,0.9000000000000004,19,0.7947669908652402,0.049901404992558004,-6.112660954673829e+21,6.182660942427196e+21,-303647156267851.1
2226,0.8,0.9500000000000004,6,0.8055959533553543,0.004487291125776341,0.791671398202271,0.02258283167551881,-24679.293220264877
